"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Sanborn County, SD"	"46111"	"2015"	"2015"	Suppressed	2355	Suppressed	Suppressed
	"Sanborn County, SD"	"46111"	"2016"	"2016"	Suppressed	2396	Suppressed	Suppressed
	"Sanborn County, SD"	"46111"	"2017"	"2017"	Suppressed	2450	Suppressed	Suppressed
	"Shannon County, SD"	"46113"	"2013"	"2013"	Suppressed	14118	Suppressed	Suppressed
	"Shannon County, SD"	"46113"	"2014"	"2014"	Suppressed	14218	Suppressed	Suppressed
	"Shannon County, SD"	"46113"	"2015"	"2015"	Suppressed	14373	Suppressed	Suppressed
	"Shannon County, SD"	"46113"	"2016"	"2016"	Suppressed	14415	Suppressed	Suppressed
	"Shannon County, SD"	"46113"	"2017"	"2017"	Suppressed	14354	Suppressed	Suppressed
	"Spink County, SD"	"46115"	"2013"	"2013"	Suppressed	6610	Suppressed	Suppressed
	"Spink County, SD"	"46115"	"2014"	"2014"	Suppressed	6598	Suppressed	Suppressed
	"Spink County, SD"	"46115"	"2015"	"2015"	Suppressed	6524	Suppressed	Suppressed
	"Spink County, SD"	"46115"	"2016"	"2016"	Suppressed	6420	Suppressed	Suppressed
	"Spink County, SD"	"46115"	"2017"	"2017"	Suppressed	6410	Suppressed	Suppressed
	"Stanley County, SD"	"46117"	"2013"	"2013"	Suppressed	2981	Suppressed	Suppressed
	"Stanley County, SD"	"46117"	"2014"	"2014"	Suppressed	2983	Suppressed	Suppressed
	"Stanley County, SD"	"46117"	"2015"	"2015"	Suppressed	2954	Suppressed	Suppressed
	"Stanley County, SD"	"46117"	"2016"	"2016"	Suppressed	2993	Suppressed	Suppressed
	"Stanley County, SD"	"46117"	"2017"	"2017"	Suppressed	3011	Suppressed	Suppressed
	"Sully County, SD"	"46119"	"2013"	"2013"	Suppressed	1437	Suppressed	Suppressed
	"Sully County, SD"	"46119"	"2014"	"2014"	Suppressed	1438	Suppressed	Suppressed
	"Sully County, SD"	"46119"	"2015"	"2015"	Suppressed	1426	Suppressed	Suppressed
	"Sully County, SD"	"46119"	"2016"	"2016"	Suppressed	1421	Suppressed	Suppressed
	"Sully County, SD"	"46119"	"2017"	"2017"	Suppressed	1407	Suppressed	Suppressed
	"Todd County, SD"	"46121"	"2013"	"2013"	Suppressed	9982	Suppressed	Suppressed
	"Todd County, SD"	"46121"	"2014"	"2014"	Suppressed	9882	Suppressed	Suppressed
	"Todd County, SD"	"46121"	"2015"	"2015"	Suppressed	9959	Suppressed	Suppressed
	"Todd County, SD"	"46121"	"2016"	"2016"	Suppressed	10155	Suppressed	Suppressed
	"Todd County, SD"	"46121"	"2017"	"2017"	Suppressed	10065	Suppressed	Suppressed
	"Tripp County, SD"	"46123"	"2013"	"2013"	Suppressed	5498	Suppressed	Suppressed
	"Tripp County, SD"	"46123"	"2014"	"2014"	Suppressed	5512	Suppressed	Suppressed
	"Tripp County, SD"	"46123"	"2015"	"2015"	Suppressed	5434	Suppressed	Suppressed
	"Tripp County, SD"	"46123"	"2016"	"2016"	Suppressed	5492	Suppressed	Suppressed
	"Tripp County, SD"	"46123"	"2017"	"2017"	Suppressed	5460	Suppressed	Suppressed
	"Turner County, SD"	"46125"	"2013"	"2013"	Suppressed	8361	Suppressed	Suppressed
	"Turner County, SD"	"46125"	"2014"	"2014"	Suppressed	8272	Suppressed	Suppressed
	"Turner County, SD"	"46125"	"2015"	"2015"	Suppressed	8209	Suppressed	Suppressed
	"Turner County, SD"	"46125"	"2016"	"2016"	Suppressed	8317	Suppressed	Suppressed
	"Turner County, SD"	"46125"	"2017"	"2017"	Suppressed	8315	Suppressed	Suppressed
	"Union County, SD"	"46127"	"2013"	"2013"	Suppressed	14829	Suppressed	Suppressed
	"Union County, SD"	"46127"	"2014"	"2014"	Suppressed	15029	Suppressed	Suppressed
	"Union County, SD"	"46127"	"2015"	"2015"	Suppressed	14909	Suppressed	Suppressed
	"Union County, SD"	"46127"	"2016"	"2016"	Suppressed	14934	Suppressed	Suppressed
	"Union County, SD"	"46127"	"2017"	"2017"	Suppressed	15029	Suppressed	Suppressed
	"Walworth County, SD"	"46129"	"2013"	"2013"	Suppressed	5524	Suppressed	Suppressed
	"Walworth County, SD"	"46129"	"2014"	"2014"	Suppressed	5511	Suppressed	Suppressed
	"Walworth County, SD"	"46129"	"2015"	"2015"	Suppressed	5443	Suppressed	Suppressed
	"Walworth County, SD"	"46129"	"2016"	"2016"	Suppressed	5610	Suppressed	Suppressed
	"Walworth County, SD"	"46129"	"2017"	"2017"	Suppressed	5543	Suppressed	Suppressed
	"Yankton County, SD"	"46135"	"2013"	"2013"	Suppressed	22696	Suppressed	Suppressed
	"Yankton County, SD"	"46135"	"2014"	"2014"	Suppressed	22684	Suppressed	Suppressed
	"Yankton County, SD"	"46135"	"2015"	"2015"	Suppressed	22702	Suppressed	Suppressed
	"Yankton County, SD"	"46135"	"2016"	"2016"	Suppressed	22616	Suppressed	Suppressed
	"Yankton County, SD"	"46135"	"2017"	"2017"	Suppressed	22662	Suppressed	Suppressed
	"Ziebach County, SD"	"46137"	"2013"	"2013"	Suppressed	2834	Suppressed	Suppressed
	"Ziebach County, SD"	"46137"	"2014"	"2014"	Suppressed	2826	Suppressed	Suppressed
	"Ziebach County, SD"	"46137"	"2015"	"2015"	Suppressed	2803	Suppressed	Suppressed
	"Ziebach County, SD"	"46137"	"2016"	"2016"	Suppressed	2801	Suppressed	Suppressed
	"Ziebach County, SD"	"46137"	"2017"	"2017"	Suppressed	2756	Suppressed	Suppressed
	"Anderson County, TN"	"47001"	"2013"	"2013"	Suppressed	75542	Suppressed	Suppressed
	"Anderson County, TN"	"47001"	"2014"	"2014"	Suppressed	75528	Suppressed	Suppressed
	"Anderson County, TN"	"47001"	"2015"	"2015"	Suppressed	75749	Suppressed	Suppressed
	"Anderson County, TN"	"47001"	"2016"	"2016"	Suppressed	75936	Suppressed	Suppressed
	"Anderson County, TN"	"47001"	"2017"	"2017"	14	76257	Unreliable	Unreliable
	"Bedford County, TN"	"47003"	"2013"	"2013"	Suppressed	45901	Suppressed	Suppressed
	"Bedford County, TN"	"47003"	"2014"	"2014"	Suppressed	46627	Suppressed	Suppressed
	"Bedford County, TN"	"47003"	"2015"	"2015"	Suppressed	47183	Suppressed	Suppressed
	"Bedford County, TN"	"47003"	"2016"	"2016"	Suppressed	47484	Suppressed	Suppressed
	"Bedford County, TN"	"47003"	"2017"	"2017"	Suppressed	48117	Suppressed	Suppressed
	"Benton County, TN"	"47005"	"2013"	"2013"	Suppressed	16290	Suppressed	Suppressed
	"Benton County, TN"	"47005"	"2014"	"2014"	Suppressed	16145	Suppressed	Suppressed
	"Benton County, TN"	"47005"	"2015"	"2015"	Suppressed	16129	Suppressed	Suppressed
	"Benton County, TN"	"47005"	"2016"	"2016"	Suppressed	16014	Suppressed	Suppressed
	"Benton County, TN"	"47005"	"2017"	"2017"	Suppressed	15986	Suppressed	Suppressed
	"Bledsoe County, TN"	"47007"	"2013"	"2013"	Suppressed	12841	Suppressed	Suppressed
	"Bledsoe County, TN"	"47007"	"2014"	"2014"	Suppressed	13931	Suppressed	Suppressed
	"Bledsoe County, TN"	"47007"	"2015"	"2015"	Suppressed	14502	Suppressed	Suppressed
	"Bledsoe County, TN"	"47007"	"2016"	"2016"	Suppressed	14675	Suppressed	Suppressed
	"Bledsoe County, TN"	"47007"	"2017"	"2017"	Suppressed	14717	Suppressed	Suppressed
	"Blount County, TN"	"47009"	"2013"	"2013"	Suppressed	125099	Suppressed	Suppressed
	"Blount County, TN"	"47009"	"2014"	"2014"	Suppressed	126339	Suppressed	Suppressed
	"Blount County, TN"	"47009"	"2015"	"2015"	Suppressed	127253	Suppressed	Suppressed
	"Blount County, TN"	"47009"	"2016"	"2016"	Suppressed	128670	Suppressed	Suppressed
	"Blount County, TN"	"47009"	"2017"	"2017"	14	129929	Unreliable	Unreliable
	"Bradley County, TN"	"47011"	"2013"	"2013"	Suppressed	101848	Suppressed	Suppressed
	"Bradley County, TN"	"47011"	"2014"	"2014"	Suppressed	102975	Suppressed	Suppressed
	"Bradley County, TN"	"47011"	"2015"	"2015"	Suppressed	104091	Suppressed	Suppressed
	"Bradley County, TN"	"47011"	"2016"	"2016"	Suppressed	104490	Suppressed	Suppressed
	"Bradley County, TN"	"47011"	"2017"	"2017"	Suppressed	105560	Suppressed	Suppressed
	"Campbell County, TN"	"47013"	"2013"	"2013"	Suppressed	40238	Suppressed	Suppressed
	"Campbell County, TN"	"47013"	"2014"	"2014"	Suppressed	39918	Suppressed	Suppressed
	"Campbell County, TN"	"47013"	"2015"	"2015"	Suppressed	39752	Suppressed	Suppressed
	"Campbell County, TN"	"47013"	"2016"	"2016"	Suppressed	39714	Suppressed	Suppressed
	"Campbell County, TN"	"47013"	"2017"	"2017"	Suppressed	39648	Suppressed	Suppressed
	"Cannon County, TN"	"47015"	"2013"	"2013"	Suppressed	13775	Suppressed	Suppressed
	"Cannon County, TN"	"47015"	"2014"	"2014"	Suppressed	13757	Suppressed	Suppressed
	"Cannon County, TN"	"47015"	"2015"	"2015"	Suppressed	13840	Suppressed	Suppressed
	"Cannon County, TN"	"47015"	"2016"	"2016"	Suppressed	14027	Suppressed	Suppressed
	"Cannon County, TN"	"47015"	"2017"	"2017"	Suppressed	14216	Suppressed	Suppressed
	"Carroll County, TN"	"47017"	"2013"	"2013"	Suppressed	28513	Suppressed	Suppressed
	"Carroll County, TN"	"47017"	"2014"	"2014"	Suppressed	28370	Suppressed	Suppressed
	"Carroll County, TN"	"47017"	"2015"	"2015"	Suppressed	27910	Suppressed	Suppressed
	"Carroll County, TN"	"47017"	"2016"	"2016"	Suppressed	28092	Suppressed	Suppressed
	"Carroll County, TN"	"47017"	"2017"	"2017"	Suppressed	27860	Suppressed	Suppressed
	"Carter County, TN"	"47019"	"2013"	"2013"	Suppressed	57338	Suppressed	Suppressed
	"Carter County, TN"	"47019"	"2014"	"2014"	Suppressed	56886	Suppressed	Suppressed
	"Carter County, TN"	"47019"	"2015"	"2015"	Suppressed	56486	Suppressed	Suppressed
	"Carter County, TN"	"47019"	"2016"	"2016"	Suppressed	56502	Suppressed	Suppressed
	"Carter County, TN"	"47019"	"2017"	"2017"	Suppressed	56488	Suppressed	Suppressed
	"Cheatham County, TN"	"47021"	"2013"	"2013"	Suppressed	39492	Suppressed	Suppressed
	"Cheatham County, TN"	"47021"	"2014"	"2014"	Suppressed	39764	Suppressed	Suppressed
	"Cheatham County, TN"	"47021"	"2015"	"2015"	Suppressed	39741	Suppressed	Suppressed
	"Cheatham County, TN"	"47021"	"2016"	"2016"	Suppressed	39880	Suppressed	Suppressed
	"Cheatham County, TN"	"47021"	"2017"	"2017"	Suppressed	40330	Suppressed	Suppressed
	"Chester County, TN"	"47023"	"2013"	"2013"	Suppressed	17321	Suppressed	Suppressed
	"Chester County, TN"	"47023"	"2014"	"2014"	Suppressed	17379	Suppressed	Suppressed
	"Chester County, TN"	"47023"	"2015"	"2015"	Suppressed	17471	Suppressed	Suppressed
	"Chester County, TN"	"47023"	"2016"	"2016"	Suppressed	17453	Suppressed	Suppressed
	"Chester County, TN"	"47023"	"2017"	"2017"	Suppressed	17119	Suppressed	Suppressed
	"Claiborne County, TN"	"47025"	"2013"	"2013"	Suppressed	31560	Suppressed	Suppressed
	"Claiborne County, TN"	"47025"	"2014"	"2014"	Suppressed	31592	Suppressed	Suppressed
	"Claiborne County, TN"	"47025"	"2015"	"2015"	Suppressed	31709	Suppressed	Suppressed
	"Claiborne County, TN"	"47025"	"2016"	"2016"	Suppressed	31757	Suppressed	Suppressed
	"Claiborne County, TN"	"47025"	"2017"	"2017"	Suppressed	31609	Suppressed	Suppressed
	"Clay County, TN"	"47027"	"2013"	"2013"	Suppressed	7774	Suppressed	Suppressed
	"Clay County, TN"	"47027"	"2014"	"2014"	Suppressed	7765	Suppressed	Suppressed
	"Clay County, TN"	"47027"	"2015"	"2015"	Suppressed	7771	Suppressed	Suppressed
	"Clay County, TN"	"47027"	"2016"	"2016"	Suppressed	7752	Suppressed	Suppressed
	"Clay County, TN"	"47027"	"2017"	"2017"	Suppressed	7703	Suppressed	Suppressed
	"Cocke County, TN"	"47029"	"2013"	"2013"	Suppressed	35479	Suppressed	Suppressed
	"Cocke County, TN"	"47029"	"2014"	"2014"	Suppressed	35374	Suppressed	Suppressed
	"Cocke County, TN"	"47029"	"2015"	"2015"	Suppressed	35162	Suppressed	Suppressed
	"Cocke County, TN"	"47029"	"2016"	"2016"	Suppressed	35219	Suppressed	Suppressed
	"Cocke County, TN"	"47029"	"2017"	"2017"	Suppressed	35556	Suppressed	Suppressed
	"Coffee County, TN"	"47031"	"2013"	"2013"	Suppressed	53357	Suppressed	Suppressed
	"Coffee County, TN"	"47031"	"2014"	"2014"	Suppressed	53623	Suppressed	Suppressed
	"Coffee County, TN"	"47031"	"2015"	"2015"	Suppressed	54277	Suppressed	Suppressed
	"Coffee County, TN"	"47031"	"2016"	"2016"	Suppressed	54682	Suppressed	Suppressed
	"Coffee County, TN"	"47031"	"2017"	"2017"	Suppressed	55034	Suppressed	Suppressed
	"Crockett County, TN"	"47033"	"2013"	"2013"	Suppressed	14591	Suppressed	Suppressed
	"Crockett County, TN"	"47033"	"2014"	"2014"	Suppressed	14668	Suppressed	Suppressed
	"Crockett County, TN"	"47033"	"2015"	"2015"	Suppressed	14601	Suppressed	Suppressed
	"Crockett County, TN"	"47033"	"2016"	"2016"	Suppressed	14411	Suppressed	Suppressed
	"Crockett County, TN"	"47033"	"2017"	"2017"	Suppressed	14473	Suppressed	Suppressed
	"Cumberland County, TN"	"47035"	"2013"	"2013"	Suppressed	57466	Suppressed	Suppressed
	"Cumberland County, TN"	"47035"	"2014"	"2014"	Suppressed	57985	Suppressed	Suppressed
	"Cumberland County, TN"	"47035"	"2015"	"2015"	Suppressed	58229	Suppressed	Suppressed
	"Cumberland County, TN"	"47035"	"2016"	"2016"	Suppressed	58655	Suppressed	Suppressed
	"Cumberland County, TN"	"47035"	"2017"	"2017"	Suppressed	59078	Suppressed	Suppressed
	"Davidson County, TN"	"47037"	"2013"	"2013"	14	658602	Unreliable	Unreliable
	"Davidson County, TN"	"47037"	"2014"	"2014"	16	668347	Unreliable	Unreliable
	"Davidson County, TN"	"47037"	"2015"	"2015"	27	678889	4.0	3.9
	"Davidson County, TN"	"47037"	"2016"	"2016"	63	684410	9.2	8.3
	"Davidson County, TN"	"47037"	"2017"	"2017"	86	691243	12.4	12.0
	"Decatur County, TN"	"47039"	"2013"	"2013"	Suppressed	11661	Suppressed	Suppressed
	"Decatur County, TN"	"47039"	"2014"	"2014"	Suppressed	11666	Suppressed	Suppressed
	"Decatur County, TN"	"47039"	"2015"	"2015"	Suppressed	11660	Suppressed	Suppressed
	"Decatur County, TN"	"47039"	"2016"	"2016"	Suppressed	11769	Suppressed	Suppressed
	"Decatur County, TN"	"47039"	"2017"	"2017"	Suppressed	11751	Suppressed	Suppressed
	"DeKalb County, TN"	"47041"	"2013"	"2013"	Suppressed	19164	Suppressed	Suppressed
	"DeKalb County, TN"	"47041"	"2014"	"2014"	Suppressed	19268	Suppressed	Suppressed
	"DeKalb County, TN"	"47041"	"2015"	"2015"	Suppressed	19182	Suppressed	Suppressed
	"DeKalb County, TN"	"47041"	"2016"	"2016"	Suppressed	19361	Suppressed	Suppressed
	"DeKalb County, TN"	"47041"	"2017"	"2017"	Suppressed	19852	Suppressed	Suppressed
	"Dickson County, TN"	"47043"	"2013"	"2013"	Suppressed	50266	Suppressed	Suppressed
	"Dickson County, TN"	"47043"	"2014"	"2014"	Suppressed	50575	Suppressed	Suppressed
	"Dickson County, TN"	"47043"	"2015"	"2015"	Suppressed	51487	Suppressed	Suppressed
	"Dickson County, TN"	"47043"	"2016"	"2016"	Suppressed	52170	Suppressed	Suppressed
	"Dickson County, TN"	"47043"	"2017"	"2017"	Suppressed	52853	Suppressed	Suppressed
	"Dyer County, TN"	"47045"	"2013"	"2013"	Suppressed	38213	Suppressed	Suppressed
	"Dyer County, TN"	"47045"	"2014"	"2014"	Suppressed	37935	Suppressed	Suppressed
	"Dyer County, TN"	"47045"	"2015"	"2015"	Suppressed	37893	Suppressed	Suppressed
	"Dyer County, TN"	"47045"	"2016"	"2016"	Suppressed	37708	Suppressed	Suppressed
	"Dyer County, TN"	"47045"	"2017"	"2017"	Suppressed	37463	Suppressed	Suppressed
	"Fayette County, TN"	"47047"	"2013"	"2013"	Suppressed	38690	Suppressed	Suppressed
	"Fayette County, TN"	"47047"	"2014"	"2014"	Suppressed	39011	Suppressed	Suppressed
	"Fayette County, TN"	"47047"	"2015"	"2015"	Suppressed	39165	Suppressed	Suppressed
	"Fayette County, TN"	"47047"	"2016"	"2016"	Suppressed	39590	Suppressed	Suppressed
	"Fayette County, TN"	"47047"	"2017"	"2017"	Suppressed	40036	Suppressed	Suppressed
	"Fentress County, TN"	"47049"	"2013"	"2013"	Suppressed	17909	Suppressed	Suppressed
	"Fentress County, TN"	"47049"	"2014"	"2014"	Suppressed	17855	Suppressed	Suppressed
	"Fentress County, TN"	"47049"	"2015"	"2015"	Suppressed	17917	Suppressed	Suppressed
	"Fentress County, TN"	"47049"	"2016"	"2016"	Suppressed	18033	Suppressed	Suppressed
	"Fentress County, TN"	"47049"	"2017"	"2017"	Suppressed	18136	Suppressed	Suppressed
	"Franklin County, TN"	"47051"	"2013"	"2013"	Suppressed	41129	Suppressed	Suppressed
	"Franklin County, TN"	"47051"	"2014"	"2014"	Suppressed	41402	Suppressed	Suppressed
	"Franklin County, TN"	"47051"	"2015"	"2015"	Suppressed	41449	Suppressed	Suppressed
	"Franklin County, TN"	"47051"	"2016"	"2016"	Suppressed	41700	Suppressed	Suppressed
	"Franklin County, TN"	"47051"	"2017"	"2017"	Suppressed	41652	Suppressed	Suppressed
	"Gibson County, TN"	"47053"	"2013"	"2013"	Suppressed	49457	Suppressed	Suppressed
	"Gibson County, TN"	"47053"	"2014"	"2014"	Suppressed	49472	Suppressed	Suppressed
	"Gibson County, TN"	"47053"	"2015"	"2015"	Suppressed	49399	Suppressed	Suppressed
	"Gibson County, TN"	"47053"	"2016"	"2016"	Suppressed	49401	Suppressed	Suppressed
	"Gibson County, TN"	"47053"	"2017"	"2017"	Suppressed	49111	Suppressed	Suppressed
	"Giles County, TN"	"47055"	"2013"	"2013"	Suppressed	28746	Suppressed	Suppressed
	"Giles County, TN"	"47055"	"2014"	"2014"	Suppressed	28853	Suppressed	Suppressed
	"Giles County, TN"	"47055"	"2015"	"2015"	Suppressed	28946	Suppressed	Suppressed
	"Giles County, TN"	"47055"	"2016"	"2016"	Suppressed	29307	Suppressed	Suppressed
	"Giles County, TN"	"47055"	"2017"	"2017"	Suppressed	29401	Suppressed	Suppressed
	"Grainger County, TN"	"47057"	"2013"	"2013"	Suppressed	22702	Suppressed	Suppressed
	"Grainger County, TN"	"47057"	"2014"	"2014"	Suppressed	22864	Suppressed	Suppressed
	"Grainger County, TN"	"47057"	"2015"	"2015"	Suppressed	22846	Suppressed	Suppressed
	"Grainger County, TN"	"47057"	"2016"	"2016"	Suppressed	23072	Suppressed	Suppressed
	"Grainger County, TN"	"47057"	"2017"	"2017"	Suppressed	23144	Suppressed	Suppressed
	"Greene County, TN"	"47059"	"2013"	"2013"	Suppressed	68267	Suppressed	Suppressed
	"Greene County, TN"	"47059"	"2014"	"2014"	Suppressed	68335	Suppressed	Suppressed
	"Greene County, TN"	"47059"	"2015"	"2015"	Suppressed	68580	Suppressed	Suppressed
	"Greene County, TN"	"47059"	"2016"	"2016"	Suppressed	68615	Suppressed	Suppressed
	"Greene County, TN"	"47059"	"2017"	"2017"	Suppressed	68808	Suppressed	Suppressed
	"Grundy County, TN"	"47061"	"2013"	"2013"	Suppressed	13498	Suppressed	Suppressed
	"Grundy County, TN"	"47061"	"2014"	"2014"	Suppressed	13425	Suppressed	Suppressed
	"Grundy County, TN"	"47061"	"2015"	"2015"	Suppressed	13441	Suppressed	Suppressed
	"Grundy County, TN"	"47061"	"2016"	"2016"	Suppressed	13389	Suppressed	Suppressed
	"Grundy County, TN"	"47061"	"2017"	"2017"	Suppressed	13361	Suppressed	Suppressed
	"Hamblen County, TN"	"47063"	"2013"	"2013"	Suppressed	63074	Suppressed	Suppressed
	"Hamblen County, TN"	"47063"	"2014"	"2014"	Suppressed	63036	Suppressed	Suppressed
	"Hamblen County, TN"	"47063"	"2015"	"2015"	Suppressed	63402	Suppressed	Suppressed
	"Hamblen County, TN"	"47063"	"2016"	"2016"	Suppressed	63785	Suppressed	Suppressed
	"Hamblen County, TN"	"47063"	"2017"	"2017"	Suppressed	64277	Suppressed	Suppressed
	"Hamilton County, TN"	"47065"	"2013"	"2013"	Suppressed	348673	Suppressed	Suppressed
	"Hamilton County, TN"	"47065"	"2014"	"2014"	Suppressed	351220	Suppressed	Suppressed
	"Hamilton County, TN"	"47065"	"2015"	"2015"	Suppressed	354098	Suppressed	Suppressed
	"Hamilton County, TN"	"47065"	"2016"	"2016"	14	357738	Unreliable	Unreliable
	"Hamilton County, TN"	"47065"	"2017"	"2017"	23	361613	6.4	6.5
	"Hancock County, TN"	"47067"	"2013"	"2013"	Suppressed	6679	Suppressed	Suppressed
	"Hancock County, TN"	"47067"	"2014"	"2014"	Suppressed	6657	Suppressed	Suppressed
	"Hancock County, TN"	"47067"	"2015"	"2015"	Suppressed	6572	Suppressed	Suppressed
	"Hancock County, TN"	"47067"	"2016"	"2016"	Suppressed	6577	Suppressed	Suppressed
	"Hancock County, TN"	"47067"	"2017"	"2017"	Suppressed	6600	Suppressed	Suppressed
	"Hardeman County, TN"	"47069"	"2013"	"2013"	Suppressed	26306	Suppressed	Suppressed
	"Hardeman County, TN"	"47069"	"2014"	"2014"	Suppressed	25965	Suppressed	Suppressed
	"Hardeman County, TN"	"47069"	"2015"	"2015"	Suppressed	25707	Suppressed	Suppressed
	"Hardeman County, TN"	"47069"	"2016"	"2016"	Suppressed	25435	Suppressed	Suppressed
	"Hardeman County, TN"	"47069"	"2017"	"2017"	Suppressed	25447	Suppressed	Suppressed
	"Hardin County, TN"	"47071"	"2013"	"2013"	Suppressed	26034	Suppressed	Suppressed
	"Hardin County, TN"	"47071"	"2014"	"2014"	Suppressed	25870	Suppressed	Suppressed
	"Hardin County, TN"	"47071"	"2015"	"2015"	Suppressed	25756	Suppressed	Suppressed
	"Hardin County, TN"	"47071"	"2016"	"2016"	Suppressed	25679	Suppressed	Suppressed
	"Hardin County, TN"	"47071"	"2017"	"2017"	Suppressed	25846	Suppressed	Suppressed
	"Hawkins County, TN"	"47073"	"2013"	"2013"	Suppressed	56800	Suppressed	Suppressed
	"Hawkins County, TN"	"47073"	"2014"	"2014"	Suppressed	56735	Suppressed	Suppressed
	"Hawkins County, TN"	"47073"	"2015"	"2015"	Suppressed	56471	Suppressed	Suppressed
	"Hawkins County, TN"	"47073"	"2016"	"2016"	Suppressed	56563	Suppressed	Suppressed
	"Hawkins County, TN"	"47073"	"2017"	"2017"	Suppressed	56459	Suppressed	Suppressed
	"Haywood County, TN"	"47075"	"2013"	"2013"	Suppressed	18224	Suppressed	Suppressed
	"Haywood County, TN"	"47075"	"2014"	"2014"	Suppressed	18185	Suppressed	Suppressed
	"Haywood County, TN"	"47075"	"2015"	"2015"	Suppressed	18023	Suppressed	Suppressed
	"Haywood County, TN"	"47075"	"2016"	"2016"	Suppressed	17853	Suppressed	Suppressed
	"Haywood County, TN"	"47075"	"2017"	"2017"	Suppressed	17573	Suppressed	Suppressed
	"Henderson County, TN"	"47077"	"2013"	"2013"	Suppressed	28048	Suppressed	Suppressed
	"Henderson County, TN"	"47077"	"2014"	"2014"	Suppressed	28009	Suppressed	Suppressed
	"Henderson County, TN"	"47077"	"2015"	"2015"	Suppressed	28015	Suppressed	Suppressed
	"Henderson County, TN"	"47077"	"2016"	"2016"	Suppressed	27822	Suppressed	Suppressed
	"Henderson County, TN"	"47077"	"2017"	"2017"	Suppressed	27751	Suppressed	Suppressed
	"Henry County, TN"	"47079"	"2013"	"2013"	Suppressed	32210	Suppressed	Suppressed
	"Henry County, TN"	"47079"	"2014"	"2014"	Suppressed	32204	Suppressed	Suppressed
	"Henry County, TN"	"47079"	"2015"	"2015"	Suppressed	32147	Suppressed	Suppressed
	"Henry County, TN"	"47079"	"2016"	"2016"	Suppressed	32310	Suppressed	Suppressed
	"Henry County, TN"	"47079"	"2017"	"2017"	Suppressed	32450	Suppressed	Suppressed
	"Hickman County, TN"	"47081"	"2013"	"2013"	Suppressed	24267	Suppressed	Suppressed
	"Hickman County, TN"	"47081"	"2014"	"2014"	Suppressed	24384	Suppressed	Suppressed
	"Hickman County, TN"	"47081"	"2015"	"2015"	Suppressed	24363	Suppressed	Suppressed
	"Hickman County, TN"	"47081"	"2016"	"2016"	Suppressed	24295	Suppressed	Suppressed
	"Hickman County, TN"	"47081"	"2017"	"2017"	Suppressed	24864	Suppressed	Suppressed
	"Houston County, TN"	"47083"	"2013"	"2013"	Suppressed	8292	Suppressed	Suppressed
	"Houston County, TN"	"47083"	"2014"	"2014"	Suppressed	8267	Suppressed	Suppressed
	"Houston County, TN"	"47083"	"2015"	"2015"	Suppressed	8149	Suppressed	Suppressed
	"Houston County, TN"	"47083"	"2016"	"2016"	Suppressed	8134	Suppressed	Suppressed
	"Houston County, TN"	"47083"	"2017"	"2017"	Suppressed	8213	Suppressed	Suppressed
	"Humphreys County, TN"	"47085"	"2013"	"2013"	Suppressed	18243	Suppressed	Suppressed
	"Humphreys County, TN"	"47085"	"2014"	"2014"	Suppressed	18135	Suppressed	Suppressed
	"Humphreys County, TN"	"47085"	"2015"	"2015"	Suppressed	18135	Suppressed	Suppressed
	"Humphreys County, TN"	"47085"	"2016"	"2016"	Suppressed	18347	Suppressed	Suppressed
	"Humphreys County, TN"	"47085"	"2017"	"2017"	Suppressed	18484	Suppressed	Suppressed
	"Jackson County, TN"	"47087"	"2013"	"2013"	Suppressed	11517	Suppressed	Suppressed
	"Jackson County, TN"	"47087"	"2014"	"2014"	Suppressed	11568	Suppressed	Suppressed
	"Jackson County, TN"	"47087"	"2015"	"2015"	Suppressed	11509	Suppressed	Suppressed
	"Jackson County, TN"	"47087"	"2016"	"2016"	Suppressed	11566	Suppressed	Suppressed
	"Jackson County, TN"	"47087"	"2017"	"2017"	Suppressed	11677	Suppressed	Suppressed
	"Jefferson County, TN"	"47089"	"2013"	"2013"	Suppressed	52123	Suppressed	Suppressed
	"Jefferson County, TN"	"47089"	"2014"	"2014"	Suppressed	52677	Suppressed	Suppressed
	"Jefferson County, TN"	"47089"	"2015"	"2015"	Suppressed	53240	Suppressed	Suppressed
	"Jefferson County, TN"	"47089"	"2016"	"2016"	Suppressed	53535	Suppressed	Suppressed
	"Jefferson County, TN"	"47089"	"2017"	"2017"	Suppressed	53804	Suppressed	Suppressed
	"Johnson County, TN"	"47091"	"2013"	"2013"	Suppressed	17977	Suppressed	Suppressed
	"Johnson County, TN"	"47091"	"2014"	"2014"	Suppressed	17859	Suppressed	Suppressed
	"Johnson County, TN"	"47091"	"2015"	"2015"	Suppressed	17830	Suppressed	Suppressed
	"Johnson County, TN"	"47091"	"2016"	"2016"	Suppressed	17754	Suppressed	Suppressed
	"Johnson County, TN"	"47091"	"2017"	"2017"	Suppressed	17691	Suppressed	Suppressed
	"Knox County, TN"	"47093"	"2013"	"2013"	Suppressed	444622	Suppressed	Suppressed
	"Knox County, TN"	"47093"	"2014"	"2014"	18	448644	Unreliable	Unreliable
	"Knox County, TN"	"47093"	"2015"	"2015"	23	451324	5.1	5.3
	"Knox County, TN"	"47093"	"2016"	"2016"	54	456132	11.8	12.0
